task_name,count,pct
"customize insurance programs to suit individual customers, often covering a variety of risks.",99.0,0.009899999999999999
cut and edit film or tape to integrate component parts into desired sequences.,29.0,0.0029
"cut, bend, laminate, arrange, and fasten individual or mixed raw and manufactured materials and products to form works of art.",19.0,0.0019000000000000002
"cut, trim and shape hair or hairpieces, based on customers' instructions, hair type and facial features, using clippers, scissors, trimmers and razors.",22.0,0.0022
"debit, credit, and total accounts on computer spreadsheets and databases, using specialized accounting software.",21.0,0.0021
debug robotics programs.,151.0,0.0151
decline excessive risks.,35.0,0.0034999999999999996
"define and analyze objectives, scope, issues, or organizational impact of information systems.",34.0,0.0034
define and compare possible radio frequency identification device (rfid) solutions to inform selection for specific projects.,38.0,0.0038000000000000004
"define data requirements and gather and validate information, applying judgment and statistical tests.",53.0,0.0053
"define instructional, learning, or performance objectives.",120.0,0.012
define or recommend model specifications or data collection methods.,38.0,0.0038000000000000004
"define product requirements, based on market research analysis, in collaboration with user interface design and engineering staff.",25.0,0.0025
define the goals of the system and devise flow charts and diagrams describing logical operational steps of programs.,1069.0,0.10690000000000001
deliver e-mail confirmation of completed transactions and shipment.,19.0,0.0019000000000000002
"deliver prepared sales talks, reading from scripts that describe products or services, to persuade potential customers to purchase a product or service or to make a donation.",17.0,0.0017
demonstrate correct use of exercise equipment or performance of exercise routines.,68.0,0.0068
"demonstrate database technical functionality, such as performance, security and reliability.",807.0,0.0807
demonstrate equipment to customers and explain functioning of equipment.,19.0,0.0019000000000000002
demonstrate how to clean and care for skin properly and recommend skin-care regimens.,19.0,0.0019000000000000002
"demonstrate miniaturized systems that contain components such as microsensors, microactuators, or integrated electronic circuits fabricated on silicon or silicon carbide wafers.",15.0,0.0015
"demonstrate or explain products, methods, or services to persuade customers to purchase products or use services.",234.0,0.0234
"demonstrate proper operation of fitness equipment, such as resistance machines, cardio machines, free weights, or fitness assessment devices.",25.0,0.0025
"demonstrate the uses and applications of geospatial technology, such as global positioning system (gps), geographic information systems (gis), automatic tractor guidance systems, variable rate chemical input applicators, surveying equipment, and computer mapping software.",16.0,0.0015999999999999999
describe and recommend wines to customers.,185.0,0.0185
"describe artifacts' physical properties or attributes, such as the materials from which artifacts are made and their size, shape, function, and decoration.",17.0,0.0017
describe menu items to customers or suggest products that might appeal to them.,29.0,0.0029
"describe merchandise and explain use, operation, and care of merchandise to customers.",432.0,0.043199999999999995
design and administer training programs for new employees and continuing education for existing employees.,16.0,0.0015999999999999999
"design and apply bioinformatics algorithms including unsupervised and supervised machine learning, dynamic programming, or graphic algorithms.",53.0,0.0053
design and create special programs for tasks such as statistical analysis and data entry and cleaning.,383.0,0.0383
"design and develop computer hardware and support peripherals, including central processing units (cpus), support logic, microprocessors, custom integrated circuits, and printers and disk drives.",16.0,0.0015999999999999999
"design and direct nuclear research projects to discover facts, to test or modify theoretical models, or to develop new theoretical models or new uses for current models.",115.0,0.0115
design and implement warehouse database structures.,162.0,0.0162
"design and implement web site security measures, such as firewalls or message encryption.",111.0,0.0111
"design and produce displays and materials that can be used to decorate windows, interior displays, or event locations such as streets and fairgrounds.",144.0,0.0144
"design and set up advertising signs and displays of merchandise on shelves, counters, or tables to attract customers and promote sales.",22.0,0.0022
design and validate clinical databases including designing or testing logic checks.,15.0,0.0015
"design cognitive aids, such as procedural storyboards or decision support systems.",15.0,0.0015
"design complex graphics and animation, using independent judgment, creativity, and computer equipment.",704.0,0.0704
design computer simulations to model physical data so that it can be better understood.,78.0,0.0078
"design custom clothing and accessories for individuals, retailers, or theatrical, television, or film productions.",64.0,0.0063999999999999994
"design customer interface of online storefront, using web programming or e-commerce software.",138.0,0.0138
"design database applications, such as interfaces, data transfer mechanisms, global temporary tables, data partitions, and function-based indexes to enable efficient access of the generic database structure.",745.0,0.0745
"design databases to support business applications, ensuring system scalability, security, performance and reliability.",1558.0,0.1558
design electro-optical sensing or imaging systems.,22.0,0.0022
"design electronic components, software, products, or systems for commercial, industrial, medical, military, or scientific applications.",142.0,0.0142
"design forms for receiving, processing, or tracking data.",51.0,0.0051
design forms related to filing systems.,17.0,0.0017
"design geological mine maps, monitor mine structural integrity, or advise and monitor mining crews.",31.0,0.0031000000000000003
design graphics for studio productions.,27.0,0.0026999999999999997
"design individualized care plans, using a variety of treatments.",15.0,0.0015
"design information storage and retrieval systems and develop procedures for collecting, organizing, interpreting, and classifying information.",292.0,0.0292
design instructional aids for stand-alone or instructor-led classroom or online use.,102.0,0.0102
design layouts of audio and video equipment and perform upgrades and maintenance.,17.0,0.0017
"design learning products, including web-based aids or electronic performance support systems.",92.0,0.0092
design measurement and control systems for chemical plants based on data collected in laboratory experiments and in pilot plant operations.,18.0,0.0018
"design molecular or cellular laboratory experiments, oversee their execution, and interpret results.",25.0,0.0025
"design or conduct follow-up experimentation, based on generated data, to meet established process objectives.",31.0,0.0031000000000000003
"design or construct costumes or send them to tailors for construction, major repairs, or alterations.",26.0,0.0026
design or develop automated testing tools.,259.0,0.0259
"design or develop new equipment or methods for meteorological data collection, remote sensing, or related applications.",50.0,0.005
"design or develop software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design.",511.0,0.05109999999999999
"design or engineer drainage, erosion, or sedimentation control systems for transportation projects.",19.0,0.0019000000000000002
design or implement products and services to mitigate risk or facilitate use of technology-based tools and methods.,44.0,0.0044
design patient education programs that include information required to make informed health care and treatment decisions.,110.0,0.011000000000000001
design research projects that apply valid scientific techniques and use information obtained from baselines or historical data to structure uncompromised and efficient analyses.,155.0,0.0155
"design robotic systems, such as automatic vehicle control, autonomous vehicles, advanced displays, advanced sensing, robotic platforms, computer vision, or telematics systems.",83.0,0.0083
"design security policies, programs, or practices to ensure adequate security relating to issues such as protection of assets, alarm response, and access card use.",160.0,0.016
"design silver articles, such as jewelry and serving pieces.",58.0,0.0058
"design software to control robotic systems for applications, such as military defense or manufacturing.",201.0,0.0201
design transportation surveys to identify areas of public concern.,29.0,0.0029
"design water run-off collection networks, water supply channels, or water supply system networks.",33.0,0.0033000000000000004
"design, analyze, and decipher encryption systems designed to transmit military, political, financial, or law-enforcement-related information in code.",16.0,0.0015999999999999999
"design, build, or maintain web sites, using authoring or scripting languages, content creation tools, management tools, and digital media.",15900.0,1.59
"design, build, or operate equipment configuration prototypes, including network hardware, software, servers, or server operation systems.",15.0,0.0015
"design, configure, and test computer hardware, networking software and operating system software.",33.0,0.0033000000000000004
"design, develop and modify software systems, using scientific analysis and mathematical models to predict and measure outcome and consequences of design.",2780.0,0.27799999999999997
"design, develop, select, test, implement, and evaluate new or modified informatics solutions, data structures, and decision-support mechanisms to support patients, health care professionals, and their information management and human-computer and human-technology interactions within health care contexts.",137.0,0.0137
"design, evaluate and modify benefits policies to ensure that programs are current, competitive and in compliance with legal requirements.",32.0,0.0031999999999999997
"design, evaluate, recommend, and approve changes of forms and reports.",15.0,0.0015
"design, implement, or evaluate staff training and development programs, customer service initiatives, or performance measurement criteria.",28.0,0.0028
"design, implement, or operate comprehensive data warehouse systems to balance optimization of data access with batch loading and resource utilization factors, according to customer requirements.",92.0,0.0092
"design, integrate, or test photonics systems or components.",54.0,0.005399999999999999
"design, organize, and deliver product awareness, skills transfer, or product education sessions for staff or suppliers.",18.0,0.0018
"design, plan, organize, or direct orientation and training programs for employees or customers.",103.0,0.0103
"design, program, or model geographic information systems (gis) applications or procedures.",36.0,0.0036
"design, review and help administer insurance, annuity and pension plans, determining financial soundness and calculating premiums.",18.0,0.0018
"design, use, or maintain databases and software applications, such as geographic information systems (gis) mapping and artificial intelligence tools.",86.0,0.0086
"detain persons found to be in violation of customs or immigration laws and arrange for legal action, such as deportation.",15.0,0.0015
"determine and certify the eligibility of prospective tenants, following government regulations.",15.0,0.0015
determine and set product prices.,47.0,0.004699999999999999
"determine and specify details of survey projects, including sources of information, procedures to be used, and the design of survey instruments and materials.",27.0,0.0026999999999999997
"determine appropriate methods of debt settlement, such as offers of compromise, wage garnishment, or seizure and sale of property.",18.0,0.0018
"determine appropriate sizes, ratings, and locations for all system overcurrent devices, disconnect devices, grounding equipment, and surge suppression equipment.",24.0,0.0024000000000000002
"determine campaign strategies for media advertising, positions on issues, and public appearances.",61.0,0.0060999999999999995
"determine commercial, industrial, scientific, or other uses for electro-optical applications or devices.",31.0,0.0031000000000000003
determine computer software or hardware needed to set up or alter system.,32.0,0.0031999999999999997
determine connection interfaces for additional subpanels or for connecting photovoltaic (pv) systems with utility services or other power generation sources.,17.0,0.0017
determine data collection methods to be employed in research projects or surveys.,75.0,0.0075
"determine desired images and picture composition, selecting and adjusting subjects, equipment, and lighting to achieve desired effects.",343.0,0.0343
determine efficient and cost-effective methods of moving goods from one location to another.,51.0,0.0051
"determine existence and amount of liability according to current laws, administrative and judicial precedents, and available evidence.",1166.0,0.1166
"determine fares based on trip distances and times, using taximeters and fee schedules, and announce fares to passengers.",19.0,0.0019000000000000002
"determine feasibility of designing new facilities or modifying existing facilities, based on factors such as cost, available space, schedule, technical requirements, or ergonomics.",68.0,0.0068
"determine formats, approaches, content, levels, and mediums necessary to meet production objectives effectively and within budgetary constraints.",39.0,0.0039
"determine formats, approaches, content, levels, and mediums to effectively meet objectives within budgetary constraints, using research, knowledge, and training.",90.0,0.009000000000000001
"determine genetic composition of animal populations and heritability of traits, using principles of genetics.",22.0,0.0022
determine guidelines that specify which source material is acceptable for use.,29.0,0.0029
determine location for product listings to maximize exposure to online traffic.,61.0,0.0060999999999999995
"determine map content and layout, as well as production specifications such as scale, size, projection, and colors, and direct production to ensure that specifications are followed.",15.0,0.0015
"determine meal prices, based on calculations of ingredient prices.",32.0,0.0031999999999999997
"determine or help determine company policy, and explain complex technical matters to company executives, government officials, shareholders, policyholders, or the public.",45.0,0.0045000000000000005
determine packaging requirements.,40.0,0.004
"determine plant growing conditions, such as greenhouses, hydroponics, or natural settings, and set planting and care schedules.",25.0,0.0025
determine policy contract provisions for each type of insurance.,30.0,0.003
determine price schedules and discount rates.,16.0,0.0015999999999999999
"determine replacement parts required, according to inspections of old parts, customer requests, or customers' descriptions of malfunctions.",42.0,0.0042
"determine size and arrangement of illustrative material and copy, and select style and size of type.",174.0,0.0174
"determine sources of web page or server problems, and take action to correct such problems.",4404.0,0.4404
"determine specific network hardware or software requirements, such as platforms, interfaces, bandwidths, or routine schemas.",22.0,0.0022
"determine supplementary virtual features, such as currency, item catalog, menu design, and audio direction.",1101.0,0.1101
"determine taxability and value of properties, using methods such as field inspection, structural measurement, calculation, sales analysis, market trend studies, and income and expense analysis.",15.0,0.0015
determine the scope of educational program offerings and prepare drafts of program schedules and descriptions to estimate staffing and facility requirements.,24.0,0.0024000000000000002
"determine the scope of educational program offerings, and prepare drafts of course schedules and descriptions to estimate staffing and facility requirements.",17.0,0.0017
determine the specific audio and visual effects and music necessary to complete films.,17.0,0.0017
determine training needs of students or workers.,17.0,0.0017
"determine voices, instruments, harmonic structures, rhythms, tempos, and tone balances required to achieve the effects desired in a musical composition.",15.0,0.0015
determine which products or colors will improve clients' skin quality and appearance.,32.0,0.0031999999999999997
"determine which topics to research, or pursue research topics specified by clients or employers.",120.0,0.012
develop advertising and other informational materials to be used in subject recruitment.,18.0,0.0018
"develop advertising campaigns for a wide range of clients, working with an advertising agency's creative director and art director to determine the best way to present advertising information.",45.0,0.0045000000000000005
develop an understanding of customers' needs and take actions to ensure that such needs are met.,93.0,0.0093
develop an understanding of fields to which statistical methods are to be applied to determine whether methods and results are appropriate.,143.0,0.0143
"develop and direct software system testing and validation procedures, programming, and documentation.",803.0,0.0803
"develop and distribute newsletters, brochures, or other printed materials to share information with patients or medical staff.",148.0,0.014799999999999999
develop and document database architectures.,339.0,0.0339
develop and document style guidelines for web site content.,430.0,0.043
"develop and implement data extraction procedures from other systems, such as administration, billing, or claims.",236.0,0.0236
"develop and implement individual treatment plans, specifying type, frequency, intensity, and duration of therapy.",58.0,0.0058
develop and implement individualized plans for health care management.,64.0,0.0063999999999999994
"develop and implement individualized treatment plans addressing family relationship problems, destructive patterns of behavior, and other personal issues.",64.0,0.0063999999999999994
develop and implement organizational policies and procedures for the facility or medical unit.,42.0,0.0042
develop and implement policies and procedures for the operation of a department or establishment.,177.0,0.0177
"develop and implement purchasing and contract management instructions, policies, and procedures.",31.0,0.0031000000000000003
develop and implement research quality control procedures.,37.0,0.0036999999999999997
develop and implement solutions for network problems.,90.0,0.009000000000000001
"develop and implement technical project management tools, such as plans, schedules, and responsibility and compliance matrices.",51.0,0.0051
develop and implement treatment plans.,74.0,0.0073999999999999995
"develop and interpret organizational goals, policies, and procedures.",137.0,0.0137
develop and maintain client relationships.,17.0,0.0017
develop and maintain computer databases.,309.0,0.030899999999999997
"develop and maintain computerized record management systems to store and process data such as personnel activities and information, and to produce reports.",95.0,0.0095
develop and maintain course websites.,32.0,0.0031999999999999997
"develop and maintain departmental policies, procedures, objectives, or patient care standards based on evidence-based practice guidelines or expert opinion.",21.0,0.0021
develop and maintain media contact lists.,26.0,0.0026
"develop and maintain the company's corporate image and identity, which includes the use of logos and signage.",1179.0,0.11789999999999999
develop and modify astronomy-related programs for public presentation.,132.0,0.013200000000000002
"develop and organize training manuals, multimedia visual aids, and other educational materials.",592.0,0.059199999999999996
develop and prescribe exercise programs such as off-season conditioning regimens.,63.0,0.0063
"develop and present health education and promotion programs, such as training workshops, conferences, and school or community presentations.",39.0,0.0039
develop and teach online courses.,17.0,0.0017
"develop and test experimental designs, sampling techniques, and analytical methods.",171.0,0.0171
"develop and test theories, using information from interviews, newspapers, periodicals, case law, historical papers, polls, or statistical sources.",228.0,0.0228
"develop and use multimedia course materials and other current technology, such as online courses.",41.0,0.0041
"develop and write procedures for installation, use, or troubleshooting of communications hardware or software.",72.0,0.0072
develop application-specific software.,1084.0,0.1084
develop applied software for the analysis and interpretation of geological data.,16.0,0.0015999999999999999
"develop approaches to the solution of groups' problems, based on research findings in sociology and related disciplines.",178.0,0.0178
"develop briefings, brochures, multimedia presentations, web pages, promotional products, technical illustrations, and computer artwork for use in products, technical manuals, literature, newsletters, and slide shows.",4193.0,0.41929999999999995
"develop business methods and procedures, including accounting systems, file systems, office systems, logistics systems, and production schedules.",877.0,0.0877
"develop calibration methodologies, test methodologies, or tools.",25.0,0.0025
"develop client relationships and communicate with clients to explain proposals, present research findings, establish specifications, or discuss project status.",28.0,0.0028
"develop client treatment plans based on research, clinical experience, and client histories.",19.0,0.0019000000000000002
"develop communications materials, advertisements, presentations, or public relations initiatives to promote awareness of green products and technologies.",70.0,0.006999999999999999
"develop comprehensive plans for immediate and long-term rehabilitation including therapeutic exercise; speech and occupational therapy; counseling; cognitive retraining; patient, family or caregiver education; or community reintegration.",15.0,0.0015
"develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",16.0,0.0015999999999999999
develop concepts or creative ideas for craft objects.,459.0,0.045899999999999996
"develop conceptual, logical, or physical network designs.",21.0,0.0021
"develop contacts with individuals and organizations, and apply effective strategies and techniques to ensure their clients' success.",64.0,0.0063999999999999994
"develop core analytical capabilities or model libraries, using advanced statistical, quantitative, or econometric techniques.",23.0,0.0023
develop criteria for the design and modification of survey instruments.,57.0,0.0057
develop curricula and plan course content and methods of instruction.,571.0,0.0571
"develop curricula, and recommend curricula revisions and additions.",56.0,0.0056
"develop curriculum and prepare manuals, visual aids, course outlines, and other materials used in teaching.",140.0,0.013999999999999999
"develop customer documentation, such as performance specifications, training manuals, or operating instructions.",58.0,0.0058
"develop data model describing data elements and how they are used, following procedures and using pen, template or computer software.",365.0,0.0365
develop data models and databases.,121.0,0.0121
"develop data models for applications, metadata tables, views or related database structures.",319.0,0.0319
"develop data warehouse process models, including sourcing, loading, transformation, and extraction.",82.0,0.0082
"develop database architectural strategies at the modeling, design and implementation stages to address business or industry requirements.",685.0,0.06849999999999999
develop databases that support web applications and web sites.,65.0,0.0065
"develop departmental objectives, budgets, policies, procedures, and strategies.",24.0,0.0024000000000000002
develop disaster recovery plans.,23.0,0.0023
"develop economic models, forecasts, or scenarios to predict future economic and environmental outcomes.",15.0,0.0015
"develop educational materials and programs for community agencies, local government, and state government.",92.0,0.0092
"develop exercise programs to improve participant strength, flexibility, endurance, or circulatory functioning, in accordance with exercise science standards, regulatory requirements, and credentialing requirements.",312.0,0.0312
"develop factors such as themes, plots, characterizations, psychological analyses, historical environments, action, and dialogue, to create material.",7843.0,0.7842999999999999
"develop financial plans, based on analysis of clients' financial status.",86.0,0.0086
"develop formal documentation for microelectromechanical systems (mems) devices, including quality assurance guidance, quality control protocols, process control checklists, data collection, or reporting.",23.0,0.0023
develop fundraising activity plans that maximize participation or contributions and minimize costs.,27.0,0.0026999999999999997
"develop graphics and layouts for product illustrations, company logos, and web sites.",77.0,0.0077
"develop ideas for creating dances, keeping notes and sketches to record influences.",857.0,0.0857
develop implementation plans that include analyses such as cost-benefit or return on investment (roi).,74.0,0.0073999999999999995
develop individual treatment plans and strategies.,18.0,0.0018
"develop individualized treatment plans for patients, considering patient preferences, clinical data, or the risks and benefits of therapies.",197.0,0.0197
"develop individualized treatment plans that incorporate studio art therapy, counseling, or psychotherapy techniques.",29.0,0.0029
develop instruction or training roadmaps for online and blended learning programs.,135.0,0.0135
develop instructional materials and conduct in-service and community-based educational programs.,319.0,0.0319
develop instructional materials and products for technology-based redesign of courses.,250.0,0.025
develop instructional materials for the public and make presentations to citizens' groups to provide information on emergency plans and their implementation processes.,23.0,0.0023
develop instructional materials to be used by educators and instructors.,8011.0,0.8011
"develop instructional materials, such as lesson plans, handouts, or examinations.",6117.0,0.6117
develop instrumentation and software for astronomical observation and analysis.,100.0,0.01
"develop internal control policies, guidelines, and procedures for activities such as budget administration, cash and credit management, and accounting.",25.0,0.0025
"develop interview techniques, rating scales, and psychological tests used to assess skills, abilities, and interests for the purpose of employee selection, placement, and promotion.",353.0,0.0353
"develop job specifications, job descriptions, or work schedules.",15.0,0.0015
"develop lists of prospective clients from sources such as newspaper items, company records, local merchants, or customers.",50.0,0.005
"develop logistic metrics, internal analysis tools, or key performance indicators for business units.",44.0,0.0044
"develop manuals, texts, workbooks, or related materials for use in conjunction with production materials or for training.",197.0,0.0197
"develop manuals, texts, workbooks, or related materials for use in conjunction with production materials.",47.0,0.004699999999999999
"develop marketing materials, proposals, or presentation to generate new work opportunities.",290.0,0.029
develop marketing or strategic plans for sales territories.,44.0,0.0044
"develop marketing plans for finished products, collaborating with sales associates to supervise product distribution.",18.0,0.0018
develop marketing strategies to compete with other individuals or companies who sell insurance.,31.0,0.0031000000000000003
"develop master course documentation or manuals according to applicable accreditation, certification, or other requirements.",22.0,0.0022
develop mathematical or statistical models of phenomena to be used for analysis or for computational simulation.,206.0,0.0206
develop measurement tools to evaluate the effectiveness of instruction or training interventions.,89.0,0.0089
develop methodologies for transferring procedures or biological processes from laboratories to commercial-scale manufacturing production.,33.0,0.0033000000000000004
develop methods for integrating different products so they work properly together such as customizing commercial databases to fit specific needs.,1123.0,0.11230000000000001
"develop methods of assessing or measuring corporate performance in terms of environmental, social, and governance (esg) issues.",25.0,0.0025
"develop methods to improve employment policies, processes, and practices, and recommend changes to management.",21.0,0.0021
develop network-related documentation.,25.0,0.0025
"develop networks of attorneys, mortgage lenders, and contractors to whom clients may be referred.",32.0,0.0031999999999999997
"develop new business by contacting potential clients, making sales presentations, and writing proposals.",114.0,0.0114
develop new chemical engineering processes or production techniques.,114.0,0.0114
develop new methods to study the mechanisms of biological processes.,35.0,0.0034999999999999996
"develop new or improved methods or products for controlling or eliminating weeds, crop diseases, or insect pests.",15.0,0.0015
"develop new or improved ways of preserving, processing, packaging, storing, and delivering foods, using knowledge of chemistry, microbiology, and other sciences.",26.0,0.0026
develop new principles and new relationships between existing mathematical principles to advance mathematical science.,100.0,0.01
develop new recipes for baked goods.,169.0,0.0169
develop new software applications or customize existing applications to meet specific scientific project needs.,2887.0,0.28869999999999996
develop or analyze information to assess the current or future financial status of firms.,683.0,0.0683
develop or apply data mining and machine learning algorithms.,6349.0,0.6348999999999999
"develop or approve project plans, schedules, or budgets.",22.0,0.0022
"develop or configure document management system features, such as user interfaces, access profiles, and document workflow procedures.",313.0,0.0313
develop or coordinate fitness and wellness programs or services.,34.0,0.0034
"develop or deliver training programs for health information technology, creating operating manuals as needed.",20.0,0.002
develop or direct development of offering documents or marketing materials.,32.0,0.0031999999999999997
develop or direct software system testing or validation procedures.,441.0,0.0441
develop or direct study courses or religious education programs within congregations.,130.0,0.013
develop or document style guidelines for web site content.,541.0,0.0541
develop or implement electronic maintenance programs or computer information management systems.,85.0,0.0085
develop or implement fund investment policies or strategies.,178.0,0.0178
"develop or implement fundraising activities, such as annual giving campaigns or direct mail programs.",26.0,0.0026
develop or implement marketing strategies.,413.0,0.0413
develop or implement operating methods or procedures.,15.0,0.0015
"develop or implement policies or practices to ensure the privacy, confidentiality, or security of patient information.",289.0,0.0289
develop or implement procedures for ongoing web site revision.,1219.0,0.12190000000000001
develop or implement procedures or systems to evaluate or select suppliers.,50.0,0.005
"develop or implement product-marketing strategies, including advertising campaigns or sales promotions.",207.0,0.0207
develop or implement quality control programs.,17.0,0.0017
develop or implement risk-assessment models or methodologies.,163.0,0.016300000000000002
"develop or implement treatment plans for problems such as stuttering, delayed language, swallowing disorders, or inappropriate pitch or harsh voice problems, based on own assessments and recommendations of physicians, psychologists, or social workers.",16.0,0.0015999999999999999
"develop or maintain applications that process biologically based data into searchable databases for purposes of analysis, calculation, or presentation.",39.0,0.0039
"develop or maintain archived procedures, procedural codes, or queries for applications.",50.0,0.005
"develop or maintain cost estimates, forecasts, or cost models.",378.0,0.0378
develop or maintain internal or external company web sites.,1940.0,0.194
develop or maintain online help documentation.,16.0,0.0015999999999999999
develop or maintain payment systems to ensure accuracy of vendor payments.,121.0,0.0121
develop or maintain programs associated with automated production equipment.,31.0,0.0031000000000000003
develop or maintain project reporting systems.,59.0,0.0059
"develop or maintain standards, such as organization, structure, or nomenclature, for the design of data warehouse elements, such as data architectures, models, tools, and databases.",79.0,0.007899999999999999
"develop or manage integrated security controls to ensure confidentiality, accountability, recoverability, or audit ability of sensitive information, proprietary information, or information technology resources.",255.0,0.025500000000000002
develop or monitor procedures to ensure adequate quality control of images.,16.0,0.0015999999999999999
"develop or provide technical resources, such as course management and videoconferencing systems, networking, and webcasting, for distance learning programs.",20.0,0.002
"develop or recommend network security measures, such as firewalls, network security audits, or automated security probes.",334.0,0.0334
develop or review specifications for design or construction of security systems.,21.0,0.0021
"develop or revise business plans for online business, emphasizing factors such as product line, pricing, inventory, or marketing strategy.",65.0,0.0065
develop or teach strategies to promote client wellness and independence.,19.0,0.0019000000000000002
"develop or update procedures, policies, or standards.",26.0,0.0026
"develop or update project plans for information technology projects including information such as project objectives, technologies, systems, information specifications, schedules, funding, and staffing.",130.0,0.013
"develop or validate specialized materials characterization procedures, such as thermal withstand, fatigue, notch sensitivity, abrasion, or hardness tests.",60.0,0.006
"develop partnerships with businesses, communities, and other organizations to help meet identified educational needs and to provide school-to-work programs.",60.0,0.006
"develop performance standards, and evaluate work in light of established standards.",26.0,0.0026
"develop plans and estimate costs for installation of systems, utilization of facilities, or construction of structures.",28.0,0.0028
"develop plans to safeguard computer files against accidental or unauthorized modification, destruction, or disclosure and to meet emergency data processing needs.",63.0,0.0063
develop planting plans for clients to assist them to garden productively or achieve particular aesthetic effects.,47.0,0.004699999999999999
develop practice protocols for mental health problems based on review and evaluation of published research.,22.0,0.0022
"develop preproduction ideas and incorporate them into outlines, scripts, story boards, and graphics.",464.0,0.0464
"develop pricing strategies, balancing firm objectives and customer satisfaction.",173.0,0.0173
"develop problem intervention procedures, using techniques such as interviews, consultations, role playing, and participant observation of group interactions.",131.0,0.0131
develop program plans for individuals or assist in plan development.,56.0,0.0056
develop proposals that include documentation for estimates.,18.0,0.0018
develop prospect lists.,101.0,0.0101
"develop prospects from current commercial customers, referral leads, or sales or trade meetings.",42.0,0.0042
"develop relationships and communicate with customers, site managers, developers, land owners, authorities, utility representatives, or residents.",44.0,0.0044
develop sales plans to introduce products in new markets.,36.0,0.0036
develop software applications or programming to use for statistical modeling and graphic analysis.,85.0,0.0085
develop specialized computer software routines to customize and integrate image analysis.,193.0,0.0193
"develop specialized computer software routines, internet-based geographic information systems (gis) databases, or business applications to customize geographic information.",37.0,0.0036999999999999997
develop standards and guidelines to guide the use and acquisition of software and to protect vulnerable information.,396.0,0.039599999999999996
"develop story or content ideas, considering reader or audience appeal.",119.0,0.0119
develop strategies to encourage new or increased contributions.,40.0,0.004
"develop sustainability project goals, objectives, initiatives, or strategies in collaboration with other sustainability professionals.",29.0,0.0029
"develop system engineering, software engineering, system integration, or distributed system architectures.",454.0,0.045399999999999996
develop system interaction or sequence diagrams.,216.0,0.021599999999999998
"develop systems that produce electricity using renewable energy sources, such as wind, solar, or biofuels.",41.0,0.0041
"develop teaching aids such as instructional software, multimedia visual aids, or study materials.",1397.0,0.1397
"develop teaching materials, such as syllabi, visual aids, answer keys, supplementary notes, or course web sites.",837.0,0.0837
"develop teaching or training materials, such as handouts, study materials, or quizzes.",2722.0,0.2722
develop technical specifications for data management programming and communicate needs to information technology staff.,16.0,0.0015999999999999999
"develop tests, questionnaires, and procedures that measure the effectiveness of curricula and use these tools to determine whether program objectives are being met.",77.0,0.0077
develop theories based on personal observations or on observations and theories of other astronomers.,91.0,0.0091
"develop therapeutic and treatment plans based on clients' interests, abilities, and needs.",22.0,0.0022
develop training materials and conduct training sessions on fire protection.,16.0,0.0015999999999999999
"develop training materials and procedures, or train users in the proper use of hardware or software.",72.0,0.0072
develop training programs or routines designed to improve athletic performance.,194.0,0.0194
"develop transactional web applications, using web programming software and knowledge of programming languages, such as hypertext markup language (html) and extensible markup language (xml).",1895.0,0.1895
"develop treatment plan to meet needs of patient, based on needs assessment, patient interests and objectives of therapy.",76.0,0.007600000000000001
"develop treatment plans based on diagnoses and on evaluation of factors such as age and general health, or procedural risks and costs.",16.0,0.0015999999999999999
"develop treatment plans based on patients' histories and goals, the nature and severity of disorders, and treatment risks and benefits.",25.0,0.0025
"develop treatment plans based on scientific rationale, standards of care, and professional practice guidelines.",83.0,0.0083
develop visual aids and charts for use in lectures or to present evidence in court.,19.0,0.0019000000000000002
"develop web site maps, application models, image templates, or page templates that meet project goals, user needs, or industry standards.",549.0,0.054900000000000004
develop work schedules according to budgets and workloads.,22.0,0.0022
"develop, administer and evaluate applicant tests.",123.0,0.0123
"develop, copy, or adapt designs for garments, and design patterns to fit measurements, applying knowledge of garment design, construction, styling, and fabric.",922.0,0.09219999999999999
"develop, implement or evaluate health information technology applications, tools, processes or structures to assist nurses with data management.",27.0,0.0026999999999999997
"develop, implement, and evaluate methods of data collection, such as questionnaires or interviews.",181.0,0.0181
"develop, implement, modify, and document recordkeeping and accounting systems, making use of current computer technology.",457.0,0.0457
"develop, maintain, and analyze budgets, preparing periodic reports that compare budgeted costs to actual costs.",67.0,0.0067
"develop, maintain, and troubleshoot information access aids, such as databases, annotated bibliographies, web pages, electronic pathfinders, software programs, and online tutorials.",50.0,0.005
"develop, or contribute to the development of, educational or outreach programs on the environment or climate change.",53.0,0.0053
"develop, or oversee the development of, marketing or outreach media for sustainability projects or events.",25.0,0.0025
"develop, prepare, and coordinate grant applications and grant-related activities to obtain funding for health education programs and related work.",18.0,0.0018
"develop, present, or respond to proposals for specific customer requirements, including request for proposal responses and industry-specific solutions.",174.0,0.0174
"develop, recommend, or manage security procedures for operations or processes, such as security call centers, system acquisition, development, and maintenance, access control, program models, or reporting tools.",85.0,0.0085
"develop, standardize, evaluate, or modify procedures, techniques, or tests used in the analysis of specimens or in medical laboratory experiments.",29.0,0.0029
"develop, test, or program new robots.",42.0,0.0042
