styrk08,platform,date_start,soc,task_name,pct,n_classified,directive_share,feedback_loop_share,task_iteration_share,validation_share,learning_share
2352,api,2026-02-05,25-2054,"teach personal development skills such as goal setting, independence, and self-advocacy.",0.0043,18.0,1.0,0.0,0.0,0.0,0.0
2352,api,2026-02-05,25-2059,"write reports to summarize student performance, social growth, or physical development.",0.0039,29.0,1.0,0.0,0.0,0.0,0.0
2352,api,2026-02-05,25-2053,"prepare, administer, and grade tests and assignments to evaluate students' progress.",0.003757,247.0,0.5385,0.0,0.1093,0.2874,0.0648
2352,api,2026-02-05,25-2054,"prepare, administer, and grade tests and assignments to evaluate students' progress.",0.003757,247.0,0.5385,0.0,0.1093,0.2874,0.0648
2352,api,2026-02-05,25-2052,"present information in audio-visual or interactive formats, using computers, televisions, audio-visual aids, or other equipment, materials, or technologies.",0.0028,20.0,1.0,0.0,0.0,0.0,0.0
2352,api,2026-02-05,25-2051,"prepare objectives, outlines, or other materials for courses of study, following curriculum guidelines or requirements.",0.0025,19.0,1.0,0.0,0.0,0.0,0.0
2352,api,2026-02-05,25-2051,"present information in audio-visual or interactive formats, using computers, television, audio-visual aids, or other equipment, materials, or technologies.",0.0023,18.0,1.0,0.0,0.0,0.0,0.0
2352,api,2026-02-05,25-2053,organize and label materials and display students' work.,0.0013,39.0,0.5641,0.0,0.4359,0.0,0.0
2352,api,2026-02-05,25-2053,"observe and evaluate students' performance, behavior, social development, and physical health.",0.000589,30.0,1.0,0.0,0.0,0.0,0.0
2352,api,2026-02-05,25-2054,"observe and evaluate students' performance, behavior, social development, and physical health.",0.000589,30.0,1.0,0.0,0.0,0.0,0.0
2352,api,2026-02-05,25-2051,"observe and evaluate students' performance, behavior, social development, and physical health.",0.000589,30.0,1.0,0.0,0.0,0.0,0.0
2352,api,2026-02-05,25-2052,"observe and evaluate students' performance, behavior, social development, and physical health.",0.000589,30.0,1.0,0.0,0.0,0.0,0.0
2352,api,2026-02-05,25-2053,"plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.",0.0005,39.0,0.5641,0.0,0.0,0.0,0.4359
2353,api,2026-02-05,25-3099,"review class material with students by discussing text, working solutions to problems, or reviewing worksheets or other assignments.",0.1659,1600.0,0.2044,0.0213,0.1106,0.0688,0.595
2353,api,2026-02-05,25-3099,"provide private instruction to individual or small groups of students to improve academic performance, improve occupational skills, or prepare for academic or occupational tests.",0.116,1099.0,0.2539,0.0291,0.1046,0.0846,0.5278
2353,api,2026-02-05,25-3099,"develop teaching or training materials, such as handouts, study materials, or quizzes.",0.0821,786.0,0.9262,0.0,0.0738,0.0,0.0
2353,api,2026-02-05,25-3099,"administer, proctor, or score academic or diagnostic assessments.",0.034,263.0,0.6236,0.0,0.0,0.2243,0.1521
2353,api,2026-02-05,25-3011,"conduct classes, workshops, and demonstrations to teach principles, techniques, or methods in subjects, such as basic english language skills, life skills, and workforce entry skills.",0.0325,294.0,0.3367,0.0,0.0782,0.0646,0.5204
2353,api,2026-02-05,25-3011,observe and evaluate students' work to determine progress and make suggestions for improvement.,0.0226,200.0,0.535,0.0,0.255,0.21,0.0
2353,api,2026-02-05,25-3021,"conduct classes, workshops, and demonstrations, and provide individual instruction to teach topics and skills such as cooking, dancing, writing, physical fitness, photography, personal finance, and flying.",0.0195,160.0,0.3937,0.0,0.0938,0.0,0.5125
2353,api,2026-02-05,25-3021,"review instructional content, methods, and student evaluations to assess strengths and weaknesses, and to develop recommendations for course revision, development, or elimination.",0.01915,341.0,0.3724,0.0,0.3812,0.2463,0.0
2353,api,2026-02-05,25-3011,"review instructional content, methods, and student evaluations to assess strengths and weaknesses, and to develop recommendations for course revision, development, or elimination.",0.01915,341.0,0.3724,0.0,0.3812,0.2463,0.0
2353,api,2026-02-05,25-3011,"provide information, guidance, and preparation for the general equivalency diploma (ged) examination.",0.0068,52.0,0.3654,0.0,0.0,0.0,0.6346
2353,api,2026-02-05,25-3099,"monitor student performance or assist students in academic environments, such as classrooms, laboratories, or computing centers.",0.0036,25.0,1.0,0.0,0.0,0.0,0.0
2353,api,2026-02-05,25-3099,"communicate students' progress to students, parents or teachers in written progress reports, in person, by phone, or by email.",0.0034,18.0,1.0,0.0,0.0,0.0,0.0
2353,api,2026-02-05,25-3021,"observe students to determine qualifications, limitations, abilities, interests, and other individual characteristics.",0.00315,43.0,1.0,0.0,0.0,0.0,0.0
2353,api,2026-02-05,25-3011,"observe students to determine qualifications, limitations, abilities, interests, and other individual characteristics.",0.00315,43.0,1.0,0.0,0.0,0.0,0.0
2353,api,2026-02-05,25-3021,write instructional articles on designated subjects.,0.0027,49.0,1.0,0.0,0.0,0.0,0.0
2354,api,2026-02-05,25-3021,"conduct classes, workshops, and demonstrations, and provide individual instruction to teach topics and skills such as cooking, dancing, writing, physical fitness, photography, personal finance, and flying.",0.0195,160.0,0.3937,0.0,0.0938,0.0,0.5125
2354,api,2026-02-05,25-3021,"review instructional content, methods, and student evaluations to assess strengths and weaknesses, and to develop recommendations for course revision, development, or elimination.",0.01915,341.0,0.3724,0.0,0.3812,0.2463,0.0
2354,api,2026-02-05,25-3021,"observe students to determine qualifications, limitations, abilities, interests, and other individual characteristics.",0.00315,43.0,1.0,0.0,0.0,0.0,0.0
2354,api,2026-02-05,25-3021,write instructional articles on designated subjects.,0.0027,49.0,1.0,0.0,0.0,0.0,0.0
2354,api,2026-02-05,25-3021,"plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.",0.0005,39.0,0.5641,0.0,0.0,0.0,0.4359
2354,api,2026-02-05,25-3021,"use computers, audio-visual aids, and other equipment and materials to supplement presentations.",0.000382,37.0,0.5135,0.0,0.0,0.0,0.4865
2355,api,2026-02-05,25-3099,"review class material with students by discussing text, working solutions to problems, or reviewing worksheets or other assignments.",0.1659,1600.0,0.2044,0.0213,0.1106,0.0688,0.595
2355,api,2026-02-05,25-3099,"provide private instruction to individual or small groups of students to improve academic performance, improve occupational skills, or prepare for academic or occupational tests.",0.116,1099.0,0.2539,0.0291,0.1046,0.0846,0.5278
2355,api,2026-02-05,25-3099,"develop teaching or training materials, such as handouts, study materials, or quizzes.",0.0821,786.0,0.9262,0.0,0.0738,0.0,0.0
2355,api,2026-02-05,25-3099,"administer, proctor, or score academic or diagnostic assessments.",0.034,263.0,0.6236,0.0,0.0,0.2243,0.1521
2355,api,2026-02-05,25-3021,"conduct classes, workshops, and demonstrations, and provide individual instruction to teach topics and skills such as cooking, dancing, writing, physical fitness, photography, personal finance, and flying.",0.0195,160.0,0.3937,0.0,0.0938,0.0,0.5125
2355,api,2026-02-05,25-3021,"review instructional content, methods, and student evaluations to assess strengths and weaknesses, and to develop recommendations for course revision, development, or elimination.",0.01915,341.0,0.3724,0.0,0.3812,0.2463,0.0
2355,api,2026-02-05,25-3099,"monitor student performance or assist students in academic environments, such as classrooms, laboratories, or computing centers.",0.0036,25.0,1.0,0.0,0.0,0.0,0.0
2355,api,2026-02-05,25-3099,"communicate students' progress to students, parents or teachers in written progress reports, in person, by phone, or by email.",0.0034,18.0,1.0,0.0,0.0,0.0,0.0
2355,api,2026-02-05,25-3021,"observe students to determine qualifications, limitations, abilities, interests, and other individual characteristics.",0.00315,43.0,1.0,0.0,0.0,0.0,0.0
2355,api,2026-02-05,25-3021,write instructional articles on designated subjects.,0.0027,49.0,1.0,0.0,0.0,0.0,0.0
2355,api,2026-02-05,25-3021,"plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.",0.0005,39.0,0.5641,0.0,0.0,0.0,0.4359
2355,api,2026-02-05,25-3021,"use computers, audio-visual aids, and other equipment and materials to supplement presentations.",0.000382,37.0,0.5135,0.0,0.0,0.0,0.4865
2356,api,2026-02-05,13-1151,"evaluate training materials prepared by instructors, such as outlines, text, or handouts.",0.0065,33.0,1.0,0.0,0.0,0.0,0.0
2356,api,2026-02-05,13-1151,"assess training needs through surveys, interviews with employees, focus groups, or consultation with managers, instructors, or customer representatives.",0.004,23.0,1.0,0.0,0.0,0.0,0.0
2356,api,2026-02-05,13-1151,"obtain, organize, or develop training procedure manuals, guides, or course materials, such as handouts or visual materials.",0.0028,21.0,1.0,0.0,0.0,0.0,0.0
2359,api,2026-02-05,25-3099,"review class material with students by discussing text, working solutions to problems, or reviewing worksheets or other assignments.",0.1659,1600.0,0.2044,0.0213,0.1106,0.0688,0.595
2359,api,2026-02-05,25-3099,"provide private instruction to individual or small groups of students to improve academic performance, improve occupational skills, or prepare for academic or occupational tests.",0.116,1099.0,0.2539,0.0291,0.1046,0.0846,0.5278
2359,api,2026-02-05,25-3099,"develop teaching or training materials, such as handouts, study materials, or quizzes.",0.0821,786.0,0.9262,0.0,0.0738,0.0,0.0
2359,api,2026-02-05,21-1012,"instruct individuals in career development techniques such as job search and application strategies, resume writing, and interview skills.",0.0392,357.0,0.5714,0.0,0.3838,0.0,0.0448
2359,api,2026-02-05,25-3099,"administer, proctor, or score academic or diagnostic assessments.",0.034,263.0,0.6236,0.0,0.0,0.2243,0.1521
2359,api,2026-02-05,21-1012,"provide students with information on such topics as college degree programs and admission requirements, financial aid opportunities, trade and technical schools, and apprenticeship programs.",0.0114,101.0,0.8218,0.0,0.0,0.0,0.1782
2359,api,2026-02-05,21-1012,"interview clients to obtain information about employment history, educational background, and career goals, and to identify barriers to employment.",0.0112,57.0,0.4912,0.5088,0.0,0.0,0.0
2359,api,2026-02-05,21-1012,"compile and study occupational, educational, and economic information to assist counselees in determining and carrying out vocational and educational objectives.",0.0106,87.0,1.0,0.0,0.0,0.0,0.0
2359,api,2026-02-05,21-1012,"evaluate students' or individuals' abilities, interests, and personality characteristics using tests, records, interviews, or professional sources.",0.0097,69.0,1.0,0.0,0.0,0.0,0.0
2359,api,2026-02-05,21-1012,refer qualified counselees to employers or employment services for job placement.,0.0087,59.0,1.0,0.0,0.0,0.0,0.0
2359,api,2026-02-05,25-3099,"monitor student performance or assist students in academic environments, such as classrooms, laboratories, or computing centers.",0.0036,25.0,1.0,0.0,0.0,0.0,0.0
2359,api,2026-02-05,21-1012,"counsel students regarding educational issues, such as course and program selection, class scheduling and registration, school adjustment, truancy, study habits, and career planning.",0.0036,23.0,1.0,0.0,0.0,0.0,0.0
2359,api,2026-02-05,25-3099,"communicate students' progress to students, parents or teachers in written progress reports, in person, by phone, or by email.",0.0034,18.0,1.0,0.0,0.0,0.0,0.0
2359,api,2026-02-05,21-1012,"plan, direct, and participate in recruitment and enrollment activities.",0.0031,18.0,1.0,0.0,0.0,0.0,0.0
2359,api,2026-02-05,21-1012,teach classes and present self-help or information sessions on subjects related to education and career planning.,0.0029,17.0,0.0,0.0,0.0,0.0,1.0
2411,api,2026-02-05,13-2011,"develop, implement, modify, and document recordkeeping and accounting systems, making use of current computer technology.",0.0427,373.0,0.8552,0.0697,0.0751,0.0,0.0
2411,api,2026-02-05,13-2011,"produce up-to-the-minute information, using internal computer systems, to allow management to base decisions on actual, not historical, data.",0.0327,261.0,0.8352,0.069,0.0958,0.0,0.0
2411,api,2026-02-05,13-2011,"prepare, analyze, and verify annual reports, financial statements, and other records, using accepted accounting and statistical procedures to assess financial condition and facilitate financial planning.",0.0205,179.0,0.8715,0.0,0.1285,0.0,0.0
2411,api,2026-02-05,13-2011,"review data about material assets, net worth, liabilities, capital stock, surplus, income, and expenditures.",0.0159,139.0,0.8633,0.0,0.1367,0.0,0.0
2411,api,2026-02-05,13-2011,"prepare, examine, or analyze accounting records, financial statements, or other financial reports to assess accuracy, completeness, and conformance to reporting and procedural standards.",0.0138,119.0,0.8067,0.0,0.0,0.1933,0.0
2411,api,2026-02-05,13-2011,"analyze business operations, trends, costs, revenues, financial commitments, and obligations to project future revenues and expenses or to provide advice.",0.0122,105.0,0.8286,0.0,0.1714,0.0,0.0
2411,api,2026-02-05,13-2082,explain federal and state tax laws to individuals and companies.,0.0117,101.0,0.5149,0.0,0.0,0.0,0.4851
2411,api,2026-02-05,13-2011,"appraise, evaluate, and inventory real property and equipment, recording information such as the description, value, and location of property.",0.0106,95.0,1.0,0.0,0.0,0.0,0.0
2411,api,2026-02-05,13-2011,examine records and interview workers to ensure recording of transactions and compliance with laws and regulations.,0.0091,43.0,1.0,0.0,0.0,0.0,0.0
2411,api,2026-02-05,13-2011,"collect and analyze data to detect deficient controls, duplicated effort, extravagance, fraud, or non-compliance with laws, regulations, and management policies.",0.0082,51.0,1.0,0.0,0.0,0.0,0.0
2411,api,2026-02-05,13-2011,establish tables of accounts and assign entries to proper accounts.,0.0077,68.0,1.0,0.0,0.0,0.0,0.0
2411,api,2026-02-05,13-2082,"check data input or verify totals on forms prepared by others to detect errors in arithmetic, data entry, or procedures.",0.0069,59.0,0.5593,0.0,0.0,0.4407,0.0
2411,api,2026-02-05,13-2011,"develop, maintain, and analyze budgets, preparing periodic reports that compare budgeted costs to actual costs.",0.004,30.0,1.0,0.0,0.0,0.0,0.0
2411,api,2026-02-05,13-2082,furnish taxpayers with sufficient information and advice to ensure correct tax form completion.,0.0037,23.0,1.0,0.0,0.0,0.0,0.0
2411,api,2026-02-05,13-2011,"examine records, tax returns, and related documents pertaining to settlement of decedent's estate.",0.0028,23.0,1.0,0.0,0.0,0.0,0.0
2412,api,2026-02-05,13-2051,"inform investment decisions by analyzing financial information to forecast business, industry, or economic conditions.",0.0986,933.0,0.9185,0.0,0.0815,0.0,0.0
2412,api,2026-02-05,13-2052,analyze financial information obtained from clients to determine strategies for meeting clients' financial objectives.,0.0501,447.0,0.8725,0.0,0.085,0.0,0.0425
2412,api,2026-02-05,13-2052,"recommend financial products, such as stocks, bonds, mutual funds, or insurance.",0.0434,398.0,0.9573,0.0,0.0427,0.0,0.0
2412,api,2026-02-05,13-2052,"manage client portfolios, keeping client plans up-to-date.",0.0299,273.0,0.8315,0.0623,0.1062,0.0,0.0
2412,api,2026-02-05,13-2052,monitor financial market trends to ensure that client plans are responsive.,0.0287,246.0,1.0,0.0,0.0,0.0,0.0
2412,api,2026-02-05,13-2051,"interpret data on price, yield, stability, future investment-risk trends, economic influences, and other factors affecting investment programs.",0.0274,241.0,1.0,0.0,0.0,0.0,0.0
2412,api,2026-02-05,13-2051,"monitor fundamental economic, industrial, and corporate developments by analyzing information from financial publications and services, investment banking firms, government agencies, trade publications, company sources, or personal interviews.",0.027,246.0,1.0,0.0,0.0,0.0,0.0
2412,api,2026-02-05,13-2051,"recommend investments and investment timing to companies, investment firm staff, or the public.",0.0239,219.0,1.0,0.0,0.0,0.0,0.0
2412,api,2026-02-05,13-2051,evaluate and compare the relative quality of various securities in a given industry.,0.0114,96.0,1.0,0.0,0.0,0.0,0.0
2412,api,2026-02-05,13-2052,answer clients' questions about the purposes and details of financial plans and strategies.,0.0112,83.0,0.7349,0.0,0.0,0.0,0.2651
2412,api,2026-02-05,13-2052,explain to clients the personal financial advisor's responsibilities and the types of services to be provided.,0.0093,64.0,1.0,0.0,0.0,0.0,0.0
2412,api,2026-02-05,13-2052,"prepare or interpret for clients information such as investment performance reports, financial document summaries, or income projections.",0.0078,63.0,1.0,0.0,0.0,0.0,0.0
2412,api,2026-02-05,13-2052,investigate available investment opportunities to determine compatibility with client financial plans.,0.0042,40.0,1.0,0.0,0.0,0.0,0.0
2412,api,2026-02-05,13-2051,"present oral or written reports on general economic trends, individual corporations, and entire industries.",0.0042,36.0,1.0,0.0,0.0,0.0,0.0
2412,api,2026-02-05,13-2051,"draw charts and graphs, using computer spreadsheets, to illustrate technical reports.",0.0039,27.0,1.0,0.0,0.0,0.0,0.0
2413,api,2026-02-05,13-2051,"inform investment decisions by analyzing financial information to forecast business, industry, or economic conditions.",0.0986,933.0,0.9185,0.0,0.0815,0.0,0.0
2413,api,2026-02-05,13-2061,"review and analyze new, proposed, or revised laws, regulations, policies, and procedures to interpret their meaning and determine their impact.",0.0286,268.0,0.8694,0.0,0.0,0.0672,0.0634
2413,api,2026-02-05,13-2051,"interpret data on price, yield, stability, future investment-risk trends, economic influences, and other factors affecting investment programs.",0.0274,241.0,1.0,0.0,0.0,0.0,0.0
2413,api,2026-02-05,13-2051,"monitor fundamental economic, industrial, and corporate developments by analyzing information from financial publications and services, investment banking firms, government agencies, trade publications, company sources, or personal interviews.",0.027,246.0,1.0,0.0,0.0,0.0,0.0
2413,api,2026-02-05,13-2051,"recommend investments and investment timing to companies, investment firm staff, or the public.",0.0239,219.0,1.0,0.0,0.0,0.0,0.0
2413,api,2026-02-05,13-2051,evaluate and compare the relative quality of various securities in a given industry.,0.0114,96.0,1.0,0.0,0.0,0.0,0.0
2413,api,2026-02-05,13-2041,analyze credit data and financial statements to determine the degree of risk involved in extending credit or lending money.,0.007,48.0,1.0,0.0,0.0,0.0,0.0
2413,api,2026-02-05,13-2041,review individual or commercial customer files to identify and select delinquent accounts for collection.,0.0046,40.0,1.0,0.0,0.0,0.0,0.0
2413,api,2026-02-05,13-2051,"present oral or written reports on general economic trends, individual corporations, and entire industries.",0.0042,36.0,1.0,0.0,0.0,0.0,0.0
2413,api,2026-02-05,13-2051,"draw charts and graphs, using computer spreadsheets, to illustrate technical reports.",0.0039,27.0,1.0,0.0,0.0,0.0,0.0
2421,api,2026-02-05,13-1111,"document findings of study and prepare recommendations for implementation of new systems, procedures, or organizational changes.",0.025,231.0,0.7489,0.0,0.2511,0.0,0.0
2421,api,2026-02-05,13-1081,"analyze or interpret logistics data involving customer service, forecasting, procurement, manufacturing, inventory, transportation, or warehousing.",0.0197,174.0,1.0,0.0,0.0,0.0,0.0
2421,api,2026-02-05,13-1081,develop an understanding of customers' needs and take actions to ensure that such needs are met.,0.0129,93.0,0.8387,0.0,0.1613,0.0,0.0
2421,api,2026-02-05,13-1081,"interpret data on logistics elements, such as availability, maintainability, reliability, supply chain management, strategic sourcing or distribution, supplier management, or transportation.",0.0118,105.0,1.0,0.0,0.0,0.0,0.0
2421,api,2026-02-05,13-1111,gather and organize information on problems or procedures.,0.0073,66.0,1.0,0.0,0.0,0.0,0.0
2421,api,2026-02-05,13-1081,develop or maintain payment systems to ensure accuracy of vendor payments.,0.0069,45.0,1.0,0.0,0.0,0.0,0.0
2421,api,2026-02-05,13-1081,"develop or maintain cost estimates, forecasts, or cost models.",0.0063,43.0,1.0,0.0,0.0,0.0,0.0
2421,api,2026-02-05,13-1081,"communicate with or monitor service providers, such as ocean carriers, air freight forwarders, global consolidators, customs brokers, or trucking companies.",0.005,47.0,1.0,0.0,0.0,0.0,0.0
2421,api,2026-02-05,13-1081,track product flow from origin to final delivery.,0.0049,38.0,1.0,0.0,0.0,0.0,0.0
2421,api,2026-02-05,13-1081,"provide logistics technology or information for effective and efficient support of product, equipment, or system manufacturing or service.",0.0047,36.0,1.0,0.0,0.0,0.0,0.0
2421,api,2026-02-05,13-1081,prepare or validate documentation on automated logistics or maintenance-data reporting or management information systems.,0.0029,27.0,1.0,0.0,0.0,0.0,0.0
2421,api,2026-02-05,13-1111,"plan study of work problems and procedures, such as organizational change, communications, information flow, integrated production methods, inventory control, or cost analysis.",0.0024,18.0,1.0,0.0,0.0,0.0,0.0
2421,api,2026-02-05,13-1081,"monitor industry standards, trends, or practices to identify developments in logistics planning or execution.",0.0021,18.0,1.0,0.0,0.0,0.0,0.0
2421,api,2026-02-05,13-1081,determine packaging requirements.,0.0019,16.0,1.0,0.0,0.0,0.0,0.0
2421,api,2026-02-05,13-1081,"remotely monitor the flow of vehicles or inventory, using web-based logistics information systems to track vehicles or containers.",0.0017,15.0,1.0,0.0,0.0,0.0,0.0
2422,api,2026-02-05,13-1199,"compose descriptions of merchandise for posting to online storefront, auction sites, or other shopping web sites.",0.1479,1362.0,0.8979,0.0184,0.036,0.0235,0.0242
2422,api,2026-02-05,13-1199,assess the nature and level of threats so that the scope of the problem can be determined.,0.0551,526.0,0.5551,0.0,0.097,0.3479,0.0
2422,api,2026-02-05,13-1199,"analyze corporate intelligence data to identify trends, patterns, or warnings indicating threats to security of people, assets, information, or infrastructure.",0.0504,437.0,0.8627,0.0,0.0572,0.0801,0.0
2422,api,2026-02-05,13-1199,"implement security practices to preserve assets, minimize liabilities, or ensure customer privacy, using parallel servers, hardware redundancy, fail-safe technology, information encryption, or firewalls.",0.047,343.0,0.9446,0.0,0.0,0.0554,0.0
2422,api,2026-02-05,13-1199,"compose images of products, using video or still cameras, lighting equipment, props, or photo or video editing software.",0.0399,391.0,0.8107,0.0,0.1893,0.0,0.0
2422,api,2026-02-05,13-1199,collaborate with search engine shopping specialists to place marketing content in desired online locations.,0.0235,188.0,1.0,0.0,0.0,0.0,0.0
2422,api,2026-02-05,13-1199,"design customer interface of online storefront, using web programming or e-commerce software.",0.018,154.0,0.8571,0.0,0.1429,0.0,0.0
2422,api,2026-02-05,13-1199,interpret government regulations and applicable codes to ensure compliance.,0.0164,140.0,0.8857,0.0,0.0,0.1143,0.0
2422,api,2026-02-05,13-1199,determine location for product listings to maximize exposure to online traffic.,0.0134,122.0,1.0,0.0,0.0,0.0,0.0
2422,api,2026-02-05,13-1199,provide system design and integration recommendations.,0.011,83.0,0.5422,0.0,0.253,0.0,0.2048
2422,api,2026-02-05,13-1199,cancel orders based on customer requests or inventory or delivery problems.,0.0107,94.0,1.0,0.0,0.0,0.0,0.0
2422,api,2026-02-05,13-1199,monitor or trace the location of goods.,0.0102,80.0,1.0,0.0,0.0,0.0,0.0
2422,api,2026-02-05,13-1199,"provide advice on transportation options, types of carriers, or shipping routes.",0.0101,85.0,1.0,0.0,0.0,0.0,0.0
2422,api,2026-02-05,13-1199,"investigate products or markets to determine areas for opportunity or viability for merchandising specific products, using online or offline sources.",0.0091,82.0,1.0,0.0,0.0,0.0,0.0
2422,api,2026-02-05,13-1199,"prepare or organize online storefront marketing material, including product descriptions or subject lines, optimizing content to search engine criteria.",0.008,66.0,1.0,0.0,0.0,0.0,0.0
2423,api,2026-02-05,13-1141,"analyze organizational, occupational, and industrial data to facilitate organizational functions and provide technical information to business, industry, and government.",0.2037,1763.0,0.7816,0.0091,0.0312,0.1282,0.0499
2423,api,2026-02-05,13-1071,"perform searches for qualified job candidates, using sources such as computer databases, networking, internet recruiting resources, media advertisements, job fairs, recruiting firms, or employee referrals.",0.0894,781.0,0.863,0.0794,0.0576,0.0,0.0
2423,api,2026-02-05,13-1071,"interview job applicants to obtain information on work history, training, education, or job skills.",0.0878,475.0,0.8295,0.0589,0.1116,0.0,0.0
2423,api,2026-02-05,21-1012,"instruct individuals in career development techniques such as job search and application strategies, resume writing, and interview skills.",0.0392,357.0,0.5714,0.0,0.3838,0.0,0.0448
2423,api,2026-02-05,13-1071,contact job applicants to inform them of the status of their applications.,0.0198,152.0,0.8947,0.0,0.1053,0.0,0.0
2423,api,2026-02-05,13-1071,"evaluate recruitment or selection criteria to ensure conformance to professional, statistical, or testing standards, recommending revisions, as needed.",0.017,135.0,0.5185,0.0,0.3407,0.1407,0.0
2423,api,2026-02-05,21-1012,"provide students with information on such topics as college degree programs and admission requirements, financial aid opportunities, trade and technical schools, and apprenticeship programs.",0.0114,101.0,0.8218,0.0,0.0,0.0,0.1782
2423,api,2026-02-05,21-1012,"interview clients to obtain information about employment history, educational background, and career goals, and to identify barriers to employment.",0.0112,57.0,0.4912,0.5088,0.0,0.0,0.0
2423,api,2026-02-05,21-1012,"compile and study occupational, educational, and economic information to assist counselees in determining and carrying out vocational and educational objectives.",0.0106,87.0,1.0,0.0,0.0,0.0,0.0
2423,api,2026-02-05,21-1012,"evaluate students' or individuals' abilities, interests, and personality characteristics using tests, records, interviews, or professional sources.",0.0097,69.0,1.0,0.0,0.0,0.0,0.0
2423,api,2026-02-05,21-1012,refer qualified counselees to employers or employment services for job placement.,0.0087,59.0,1.0,0.0,0.0,0.0,0.0
2423,api,2026-02-05,13-1071,analyze employment-related data and prepare required reports.,0.0067,59.0,1.0,0.0,0.0,0.0,0.0
2423,api,2026-02-05,13-1141,"prepare research results for publication in form of journals, books, manuals, and film.",0.0061,48.0,1.0,0.0,0.0,0.0,0.0
2423,api,2026-02-05,13-1071,conduct reference or background checks on job applicants.,0.0048,43.0,1.0,0.0,0.0,0.0,0.0
2423,api,2026-02-05,13-1071,"interpret and explain human resources policies, procedures, laws, standards, or regulations.",0.0046,27.0,1.0,0.0,0.0,0.0,0.0
2424,api,2026-02-05,13-1151,"evaluate training materials prepared by instructors, such as outlines, text, or handouts.",0.0065,33.0,1.0,0.0,0.0,0.0,0.0
2424,api,2026-02-05,13-1151,"assess training needs through surveys, interviews with employees, focus groups, or consultation with managers, instructors, or customer representatives.",0.004,23.0,1.0,0.0,0.0,0.0,0.0
2424,api,2026-02-05,13-1151,"obtain, organize, or develop training procedure manuals, guides, or course materials, such as handouts or visual materials.",0.0028,21.0,1.0,0.0,0.0,0.0,0.0
2431,api,2026-02-05,27-3043,"develop factors such as themes, plots, characterizations, psychological analyses, historical environments, action, and dialogue, to create material.",0.3559,3342.0,0.5975,0.1251,0.2657,0.0,0.0117
2431,api,2026-02-05,27-3043,"write advertising copy for use by publication, broadcast, or internet media to promote the sale of goods and services.",0.2524,2394.0,0.873,0.0,0.127,0.0,0.0
2431,api,2026-02-05,13-1161,"collect and analyze data on customer demographics, preferences, needs, and buying habits to identify potential markets and factors affecting product demand.",0.145,1371.0,0.8906,0.0153,0.0642,0.0131,0.0168
2431,api,2026-02-05,13-1161,seek and provide information to help companies determine their position in the marketplace.,0.1057,1016.0,0.873,0.0,0.0,0.0837,0.0433
2431,api,2026-02-05,13-1161,"measure the effectiveness of marketing, advertising, and communications programs and strategies.",0.0806,788.0,0.7817,0.019,0.0774,0.0317,0.0901
2431,api,2026-02-05,13-1161,"gather data on competitors and analyze their prices, sales, and method of marketing and distribution.",0.0628,582.0,0.9622,0.0,0.0378,0.0,0.0
2431,api,2026-02-05,13-1161,"conduct research on consumer opinions and marketing strategies, collaborating with marketing professionals, statisticians, pollsters, and other professionals.",0.0346,274.0,0.9416,0.0584,0.0,0.0,0.0
2431,api,2026-02-05,27-3043,"edit or rewrite existing copy as necessary, and submit copy for approval by supervisor.",0.0342,322.0,0.5528,0.0,0.3106,0.1366,0.0
2431,api,2026-02-05,27-3043,"write humorous material for publication, or for performances such as comedy routines, gags, and comedy shows.",0.0227,205.0,1.0,0.0,0.0,0.0,0.0
2431,api,2026-02-05,27-3043,"write articles, bulletins, sales letters, speeches, and other related informative, marketing and promotional material.",0.0204,182.0,0.7967,0.0,0.1099,0.0,0.0934
2431,api,2026-02-05,27-3043,"write narrative, dramatic, lyric, or other types of poetry for publication.",0.02,173.0,0.7746,0.0,0.2254,0.0,0.0
2431,api,2026-02-05,13-1161,"prepare reports of findings, illustrating data graphically and translating complex findings into written text.",0.0118,98.0,0.7857,0.0,0.2143,0.0,0.0
2431,api,2026-02-05,13-1161,"forecast and track marketing and sales trends, analyzing collected data.",0.0117,97.0,1.0,0.0,0.0,0.0,0.0
2431,api,2026-02-05,13-1161,"devise and evaluate methods and procedures for collecting data, such as surveys, opinion polls, or questionnaires, or arrange to obtain existing data.",0.0054,36.0,1.0,0.0,0.0,0.0,0.0
2431,api,2026-02-05,27-3043,conduct research and interviews to determine which of a product's selling features should be promoted.,0.0041,31.0,1.0,0.0,0.0,0.0,0.0
2432,api,2026-02-05,27-3031,update and maintain content posted on the web.,0.0462,390.0,0.8487,0.0615,0.0897,0.0,0.0
2432,api,2026-02-05,27-3031,"prepare or edit organizational publications, such as employee newsletters or stockholders' reports, for internal or external audiences.",0.0293,265.0,0.8151,0.0,0.1849,0.0,0.0
2432,api,2026-02-05,27-3031,"study the objectives, promotional policies, or needs of organizations to develop public relations strategies that will influence public opinion or promote ideas, products, or services.",0.018,165.0,0.9091,0.0,0.0909,0.0,0.0
